itemid,label,linksto
70017,SEROLOGY/BLOOD,microbiologyevents
70018,BONE MARROW,microbiologyevents
70019,BONE MARROW - CYTOGENETICS,microbiologyevents
70020,BRONCHIAL BRUSH,microbiologyevents
70021,BRONCHOALVEOLAR LAVAGE,microbiologyevents
70022,BRONCHIAL WASHINGS,microbiologyevents
70023,CATHETER TIP-IV,microbiologyevents
70024,VIRAL CULTURE: R/O CYTOMEGALOVIRUS,microbiologyevents
70025,CRE Screen,microbiologyevents
70026,CSF;SPINAL FLUID,microbiologyevents
70027,CORNEAL EYE SCRAPINGS,microbiologyevents
70028,Direct Antigen Test for Herpes Simplex Virus Types 1 & 2,microbiologyevents
70029,DIALYSIS FLUID,microbiologyevents
70030,DIRECT ANTIGEN TEST FOR VARICELLA-ZOSTER VIRUS,microbiologyevents
70031,EAR,microbiologyevents
70032,Blood (EBV),microbiologyevents
70033,EYE,microbiologyevents
70034,FOREIGN BODY,microbiologyevents
70035,"FLUID,OTHER",microbiologyevents
70036,FLUID WOUND,microbiologyevents
70037,FOOT CULTURE,microbiologyevents
70038,FECAL SWAB,microbiologyevents
70039,GASTRIC ASPIRATE,microbiologyevents
70040,SWAB,microbiologyevents
70041,VIRAL CULTURE:R/O HERPES SIMPLEX VIRUS,microbiologyevents
70042,Influenza A/B by DFA,microbiologyevents
70043,Influenza A/B by DFA - Bronch Lavage,microbiologyevents
70044,Influenza A/B by DFA - Bronch Wash,microbiologyevents
70045,Immunology (CMV),microbiologyevents
70046,IMMUNOLOGY,microbiologyevents
70047,JOINT FLUID,microbiologyevents
70048,NAIL SCRAPINGS,microbiologyevents
70049,NEOPLASTIC BLOOD,microbiologyevents
70050,NOSE,microbiologyevents
70051,"FLUID,OTHER",microbiologyevents
70052,PERIPHERAL BLOOD LYMPHOCYTES,microbiologyevents
70053,PERITONEAL FLUID,microbiologyevents
70054,PLEURAL FLUID,microbiologyevents
70055,POSTMORTEM CULTURE,microbiologyevents
70056,RECTAL - R/O GC,microbiologyevents
70057,Rapid Respiratory Viral Screen & Culture,microbiologyevents
70058,RAPID RESPIRATORY VIRAL ANTIGEN TEST,microbiologyevents
70059,Staph aureus Screen,microbiologyevents
70060,Stem Cell - Blood Culture,microbiologyevents
70061,SKIN SCRAPINGS,microbiologyevents
70062,SPUTUM,microbiologyevents
70063,STERILITY CULTURE,microbiologyevents
70064,STOOL,microbiologyevents
70065,SCOTCH TAPE PREP/PADDLE,microbiologyevents
70066,STOOL (RECEIVED IN TRANSPORT SYSTEM),microbiologyevents
70067,SWAB,microbiologyevents
70068,SWAB,microbiologyevents
70069,SWAB,microbiologyevents
70070,SWAB,microbiologyevents
70071,SWAB - R/O YEAST,microbiologyevents
70072,TRACHEAL ASPIRATE,microbiologyevents
70073,TISSUE,microbiologyevents
70074,THROAT,microbiologyevents
70075,THROAT CULTURE,microbiologyevents
70076,TISSUE,microbiologyevents
70077,URINE,microbiologyevents
70078,"URINE,PROSTATIC MASSAGE",microbiologyevents
70079,URINE,microbiologyevents
70080,"URINE,KIDNEY",microbiologyevents
70081,URINE,microbiologyevents
70082,"URINE,SUPRAPUBIC ASPIRATE",microbiologyevents
70083,VARICELLA-ZOSTER CULTURE,microbiologyevents
70084,SWAB,microbiologyevents
70085,WORM,microbiologyevents
70086,XXX,microbiologyevents
70087,Blood (CMV AB),microbiologyevents
70088,Blood (EBV),microbiologyevents
70089,Blood (Malaria),microbiologyevents
70090,Mini-BAL,microbiologyevents
70091,MRSA SCREEN,microbiologyevents
90001,,microbiologyevents
90002,PENICILLIN,microbiologyevents
90003,PENICILLIN G,microbiologyevents
90004,AMPICILLIN,microbiologyevents
90005,CEFAZOLIN,microbiologyevents
90006,ERYTHROMYCIN,microbiologyevents
90007,CLINDAMYCIN,microbiologyevents
90008,TRIMETHOPRIM/SULFA,microbiologyevents
90009,CHLORAMPHENICOL,microbiologyevents
90010,NITROFURANTOIN,microbiologyevents
90011,TETRACYCLINE,microbiologyevents
90012,GENTAMICIN,microbiologyevents
90013,TOBRAMYCIN,microbiologyevents
90014,AMIKACIN,microbiologyevents
90015,VANCOMYCIN,microbiologyevents
90016,OXACILLIN,microbiologyevents
90017,CEFTAZIDIME,microbiologyevents
90018,CEFTRIAXONE,microbiologyevents
90019,CIPROFLOXACIN,microbiologyevents
90020,IMIPENEM,microbiologyevents
90021,PIPERACILLIN,microbiologyevents
90022,AMPICILLIN/SULBACTAM,microbiologyevents
90023,CEFUROXIME,microbiologyevents
90024,CEFPODOXIME,microbiologyevents
90025,LEVOFLOXACIN,microbiologyevents
90026,PIPERACILLIN/TAZO,microbiologyevents
90027,RIFAMPIN,microbiologyevents
90028,CEFEPIME,microbiologyevents
90029,MEROPENEM,microbiologyevents
90030,DAPTOMYCIN,microbiologyevents
90031,LINEZOLID,microbiologyevents
227378,Patient Location,chartevents
226543,Religion,chartevents
226544,Language,chartevents
226545,Race,chartevents
226228,Gender,chartevents
226381,Marital Status,chartevents
227980,Intra Aortic Balloon Pump Setting,chartevents
220120,Intra Aortic Ballon Pump Setting,chartevents
228307,GI #1 Tube Place Check,chartevents
228308,GI #1 Tube Place Method,chartevents
228309,GI #2 Tube Place Check,chartevents
228310,GI #2 Tube Place Method,chartevents
228311,GI #3 Tube Place Check,chartevents
228312,GI #3 Tube Place Method,chartevents
223999,Oral Cavity,chartevents
224000,Nares R,chartevents
224001,Diet Type,chartevents
224003,Abdominal Assessment,chartevents
224004,Bowel Sounds,chartevents
224005,Flatus,chartevents
224006,Emesis Appearance,chartevents
224007,GI #1 Intub Site,chartevents
224009,GI #1 Tube Drainage,chartevents
224010,GI #1 Tube Place Check,chartevents
224011,Stool Consistency,chartevents
224012,Stool Management,chartevents
224013,Stool Guaiac,chartevents
224015,Urine Source,chartevents
224016,Urine Color,chartevents
224017,GU Catheter Size,chartevents
224019,Bladder Irrigation,chartevents
227585,GI Guaiac,chartevents
227588,GI #1 Tube Place Method,chartevents
227589,GI #2 Tube Place Method,chartevents
227590,GI #3 Tube Place Method,chartevents
224441,GI #2 Intub Site,chartevents
224442,GI #3 Intub Site,chartevents
224443,GI #2 Tube Place Check,chartevents
224444,GI #3 Tube Place Check,chartevents
224445,GI #2 Tube Drainage,chartevents
224446,GI #3 Tube Drainage,chartevents
224785,GI #1 Tube Type,chartevents
224786,GI #1 Tube Status,chartevents
224788,GI #2 Tube Type,chartevents
224789,GI #2 Tube Status,chartevents
224791,GI #3 Tube Type,chartevents
224792,GI #3 Tube Status,chartevents
224794,Stool Color,chartevents
227968,All Medications Tolerated without Adverse Side Effects,chartevents
224796,Ostomy,chartevents
224797,Ostomy Appearance,chartevents
224814,GI #1 Tube Place Method,chartevents
224816,GI #2 Tube Place Method,chartevents
224818,GI #3 Tube Place Method,chartevents
224876,Urine Appearance,chartevents
224879,Nares L,chartevents
228372,Leg Raise Result (NICOM),chartevents
228373,Passive Leg Raise Performed,chartevents
227239,ABP Alarm Source,chartevents
227240,NBP Alarm Source,chartevents
227241,PAP Alarm Source,chartevents
227539,ART Blood Pressure Alarm Source,chartevents
227642,Breast Feeding,chartevents
227643,Breast Feeding - L,chartevents
227644,Breast Feeding - R,chartevents
227648,Clots,chartevents
227649,Fundus Character,chartevents
227650,Fundus Location (Breadth),chartevents
227651,Lochia Character,chartevents
227652,Lochia Estimate,chartevents
227653,Pad Change/Hour,chartevents
227654,Reflexes LE,chartevents
227655,Reflexes UE,chartevents
227088,Admit from,chartevents
227089,Discharge to,chartevents
227485,Print Job,chartevents
227486,Printer,chartevents
224640,Service,chartevents
223758,Code Status,chartevents
223759,Precautions: Standard +,chartevents
223760,Health Care Proxy,chartevents
228153,Dual Signal Screen,chartevents
228156,Performance Level,chartevents
228157,Placement Monitoring Screen,chartevents
227290,CRRT mode,chartevents
224135,Dialysis Access Site,chartevents
224139,Dialysis Site Appearance,chartevents
224146,System Integrity,chartevents
225961,Medication Added Units #1 (Peritoneal Dialysis),chartevents
225963,Peritoneal Dialysis Catheter Type,chartevents
225965,Peritoneal Dialysis Catheter Status,chartevents
227638,Medication Added #2 (Peritoneal Dialysis),chartevents
227640,Medication Added Units #2 (Peritoneal Dialysis),chartevents
225976,Replacement Fluid,chartevents
225977,Dialysate Fluid,chartevents
225951,Peritoneal Dialysis Fluid Appearance,chartevents
225952,Medication Added #1 (Peritoneal Dialysis),chartevents
225953,Solution (Peritoneal Dialysis),chartevents
225954,Dialysis Access Type,chartevents
225956,Reason for CRRT Filter Change,chartevents
225958,Heparin Concentration (units/mL),chartevents
227830,Self Feeding,chartevents
227831,Grooming,chartevents
227832,UE Bathing,chartevents
227834,LE Bathing,chartevents
227835,UE Dressing,chartevents
227836,LE Dressing,chartevents
227837,Toileting,chartevents
227839,Home Management,chartevents
227840,Money Management,chartevents
227841,Community Integration,chartevents
227915,Position - Rest - Aerobic Activity Response,chartevents
227922,Position - Activity - Aerobic Activity Response,chartevents
227929,Position - Recovery - Aerobic Activity Response,chartevents
227881,Pain (0-10),chartevents
227943,Anticipated Discharge,chartevents
227845,Rolling,chartevents
227846,Supine / Side-lying to Sit,chartevents
227847,Sit to Stand,chartevents
227848,Transfer,chartevents
227849,Toilet,chartevents
227850,Commode,chartevents
227851,Shower / Tub,chartevents
227853,Other (Activity); Specify,chartevents
227854,Weight Bearing Status,chartevents
227855,Assistive Device,chartevents
223988,LUL Lung Sounds,chartevents
223989,LLL Lung Sounds,chartevents
223990,Respiratory Effort,chartevents
223991,Cough Effort,chartevents
223992,Cough Type,chartevents
223993,Chest Tube Site # 1,chartevents
223994,CT #1 Suction Amount,chartevents
223995,CT #1 Fluctuate,chartevents
223996,CT #1 Drainage,chartevents
223997,CT #1 Dressing,chartevents
223998,CT #1 Crepitus,chartevents
223985,Respiratory Pattern,chartevents
223986,RUL Lung Sounds,chartevents
223987,RLL Lung Sounds,chartevents
224423,CT #2 Crepitus,chartevents
224424,CT #2 Drainage,chartevents
224425,CT #2 Dressing,chartevents
224426,CT #2 Fluctuate,chartevents
224427,CT #2 Suction Amount,chartevents
224428,CT #3 Crepitus,chartevents
224429,CT #4 Crepitus,chartevents
224430,CT #3 Drainage,chartevents
224431,CT #4 Drainage,chartevents
224432,CT #3 Dressing,chartevents
224433,CT #4 Dressing,chartevents
224434,CT #3 Fluctuate,chartevents
224435,CT #4 Fluctuate,chartevents
224436,CT #3 Suction Amount,chartevents
224437,CT #4 Suction Amount,chartevents
224438,Chest Tube Site # 2,chartevents
224439,Chest Tube Site #3,chartevents
224440,Chest Tube Site #4,chartevents
224775,CT #1 Leak,chartevents
224777,CT #2 Leak,chartevents
224779,CT #3 Leak,chartevents
224781,CT #4 Leak,chartevents
224806,CT #1 Suction Type,chartevents
224808,CT #2 Suction Type,chartevents
224810,CT #3 Suction Type,chartevents
224812,CT #4 Suction Type,chartevents
228643,Barrier precautions in place (Intubation),chartevents
222871,Mallampati classification (Intubation),chartevents
225585,ETT Depth (Intubation),chartevents
225590,Tracheal Confirmation (Intubation),chartevents
225592,ETT Size (Intubation),chartevents
225593,Best Larynx View Obtained (Intubation),chartevents
226188,Timeout Performed by (Intubation),chartevents
226189,Patient identified correctly by 2 means (Intubation),chartevents
226191,Barrier precautions in place (Intubation),chartevents
225271,Induction/Drugs/Doses (Intubation),chartevents
226429,ETT Type (Intubation),chartevents
226430,Complications (Intubation),chartevents
226431,Verification of (Intubation),chartevents
226432,Drugs (Intubation),chartevents
228065,Hand Cleansing prior to procedure (Intubation),chartevents
228066,Unable to complete Airway Assessment (Intubation),chartevents
228067,Stylette (Intubation),chartevents
228068,Bougie (Intubation),chartevents
228069,Tube Secured (Intubation),chartevents
225291,Indication (Intubation),chartevents
225294,Mouth Opening (Intubation),chartevents
225295,Thyromental Distance (Intubation),chartevents
225296,Mandibular Prognatism (Intubation),chartevents
225297,Teeth/Dentition (Intubation),chartevents
225298,Neck ROM (Intubation),chartevents
225303,Mask Ventilation (Intubation),chartevents
225304,Blade / Equipment (Intubation),chartevents
225306,Number of Attempts (Intubation),chartevents
224669,Restlessness,chartevents
224670,Lacrimation,chartevents
224671,Pupils,chartevents
224672,Yawning,chartevents
224673,Abdominal Changes: Observation,chartevents
224674,Changes in Temperature,chartevents
224675,Muscle Aches,chartevents
224676,Nausea and Vomiting (CINA),chartevents
224677,Tremor (CINA),chartevents
224666,Nasal Congestion,chartevents
224667,Goose Flesh,chartevents
224668,Sweating,chartevents
223805,Nausea and Vomiting (CIWA),chartevents
223806,Tremor (CIWA),chartevents
223810,Paroxysmal Sweats,chartevents
223811,Anxiety,chartevents
223814,Auditory Disturbance,chartevents
223817,Agitation,chartevents
223818,Tactile Disturbances,chartevents
223819,Visual Disturbances,chartevents
223820,Headache,chartevents
223821,Orient/Clouding Sensory,chartevents
223823,Insomnia,chartevents
223824,Seizure,chartevents
223825,Sustained Nystagmus,chartevents
223827,Ataxia,chartevents
223828,Slurred Speech,chartevents
223829,Drowsiness,chartevents
225176,Range of Motion Status,chartevents
225180,PT Splint Status #1,chartevents
225182,PT Splint Status #2,chartevents
225194,PT Splint Status #3,chartevents
225196,PT Splint Status #4,chartevents
228306,Assistance Device,chartevents
228318,Shivering Assessment,chartevents
228343,OCAT - Lips Tongue Gums Palate,chartevents
228344,"OCAT - Saliva secretions, Voice quality",chartevents
228345,OCAT - Swallow,chartevents
228346,OCAT - Teeth,chartevents
228393,Bath,chartevents
224080,Head of Bed,chartevents
224082,Turn,chartevents
224084,Activity,chartevents
224085,Assistance Device,chartevents
224086,Activity Tolerance,chartevents
224087,Therapeutic Bed,chartevents
224088,Pressure Reducing Device,chartevents
224089,Anti Embolic Device,chartevents
224090,Knee Immobilizer Status,chartevents
224091,Continuous Pressure Machine Status,chartevents
224092,Range of Motion Location,chartevents
224093,Position,chartevents
224101,Chest PT R/L,chartevents
224105,Warming Device,chartevents
224106,Cooling Device,chartevents
224109,Cervical Collar Type,chartevents
224110,Cervical Collar Status,chartevents
224112,Traction/Immobile #1,chartevents
224113,Traction/Immobile Location #1,chartevents
224114,PT Splint Location #1,chartevents
224449,Traction/Immobile #2,chartevents
224450,Traction/Immobile #3,chartevents
224451,Traction/Immobile #4,chartevents
224452,Traction/Immobile Location #2,chartevents
224453,Traction/Immobile Location #3,chartevents
224454,Traction/Immobile Location #4,chartevents
224455,PT Splint Location #4,chartevents
224456,PT Splint Location #2,chartevents
224457,PT Splint Location #3,chartevents
227771,Traction/Immobile #1,chartevents
227772,Traction/Immobile #2,chartevents
227773,Traction/Immobile #3,chartevents
227774,Traction/Immobile #4,chartevents
227626,Seizure Pads,chartevents
227629,Shivering,chartevents
227636,Knee Location - CPM,chartevents
226168,Oral Care,chartevents
228102,Enema administration,chartevents
225048,Knee Location - Immobilizer,chartevents
225050,Warming Device Status,chartevents
225052,Cooling Device Status,chartevents
225054,Anti Embolic Device Status,chartevents
227131,Cont. Neb Med Dose,chartevents
227133,Small Volume Neb Drug #2,chartevents
227134,ATC Tube #,chartevents
224170,MDI #1 Drug,chartevents
224173,MDI #2 Drug,chartevents
224176,MDI #3 Drug,chartevents
224181,Small Volume Neb Drug #1,chartevents
226814,Known difficult intubation,chartevents
226815,Airway problems,chartevents
223059,Intubation - Details,chartevents
227517,Humidification,chartevents
224680,Cuff Volume/units,chartevents
224692,Flow Pattern,chartevents
224369,Sputum Consistency,chartevents
224370,Sputum Color,chartevents
227567,Airway Location,chartevents
227568,Airway Size (mm),chartevents
227570,Small Volume Neb Drug/Dose #1,chartevents
227577,BiPap Mode,chartevents
227578,BiPap Mask,chartevents
227583,Autoset/CPAP,chartevents
224391,ETT Mark (location),chartevents
224392,ETT Position Change,chartevents
224415,ETT Mark (cm),chartevents
227808,Heliox,chartevents
224712,Recruitment Mode,chartevents
224713,Circuit Changed,chartevents
224715,SBT Started,chartevents
224716,SBT Stopped,chartevents
224717,SBT Successfully Completed,chartevents
224718,RR > 35 for > 5 min,chartevents
224719,SaO2 < 90% > 2 min,chartevents
224720,Arrythmia,chartevents
224721,HR > 140,chartevents
224723,Accessory Muscle Use,chartevents
224735,Flow Rate (variable/fixed),chartevents
224740,RSBI Deferred,chartevents
224372,Sputum Source,chartevents
224373,Sputum Amount,chartevents
224375,Cont Neb - Med,chartevents
224864,ZTrach Care,chartevents
224865,Flow Sensitivity,chartevents
225978,Slope,chartevents
224829,Trach Tube Type,chartevents
224830,Trach Tube Manufacturer,chartevents
224831,Trach Tube Size (I.D.),chartevents
224832,ETT Type,chartevents
224833,SBT Deferred,chartevents
225949,NIV Mask,chartevents
223840,ETT Re-taped,chartevents
223847,Passey Muir Valve in use,chartevents
223848,Ventilator Type,chartevents
223849,Ventilator Mode,chartevents
223851,Rate,chartevents
223867,Additional Settings,chartevents
223870,Wean,chartevents
223871,Physio,chartevents
226732,O2 Delivery Device(s),chartevents
223836,Airway Type,chartevents
223837,ETT Size (ID),chartevents
223838,ETT Location,chartevents
225278,ETT Route,chartevents
225510,Patient (Bronch),chartevents
225511,Indications (Bronch),chartevents
225513,Route (Bronch),chartevents
225514,Type (Bronch),chartevents
225516,Location (Bronch),chartevents
225518,Services (Bronch),chartevents
225524,Complications (Bronch),chartevents
225538,Barrier precautions in place (Bronch),chartevents
225539,Timeout performed by (Bronch),chartevents
225540,Patient identified correctly (Bronch),chartevents
225541,Verification of (Bronch),chartevents
228642,Barrier precautions in place (Bronch),chartevents
228425,Complications (MBAL),chartevents
228426,Complications - bleeding (MBAL),chartevents
228427,Contraindications (MBAL),chartevents
228429,Critical Proc Steps (MBAL),chartevents
228430,Indications (MBAL),chartevents
228434,Route (MBAL),chartevents
228437,Hand cleansing prior to procedure (MBAL),chartevents
228438,Timeout performed by (MBAL),chartevents
228439,Patient identified correctly (MBAL),chartevents
228440,Verification of (MBAL),chartevents
228441,Barrier precautions in place (MBAL),chartevents
228051,Hand cleansing prior to procedure (Bronch),chartevents
228052,Topical Lidocaine used (Bronch),chartevents
228053,Topical Cetacaine used (Bronch),chartevents
228055,Bronchoalveolar lavage (BAL) / washing (Bronch,chartevents
228056,Endobronchial ultrasound (EBUS) (Bronch),chartevents
228057,Brushings (Bronch),chartevents
228058,Transbronchial biopsy (Bronch),chartevents
228059,Transbronchial needle aspirate (Bronch),chartevents
228060,Conscious sedation used (Bronch),chartevents
228061,Photodynamic therapy PDT (Bronch),chartevents
228062,Autofluorescence AF (Bronch),chartevents
227805,SvO2 SQI,chartevents
227806,ScvO2 (Presep) SQI,chartevents
227121,Pupil Response Right,chartevents
227122,Neuro Drain Landmark,chartevents
227288,Pupil Response Left,chartevents
228394,Orientation to Person,chartevents
228395,Orientation to Place,chartevents
228396,Orientation to Time,chartevents
228397,Commands Response,chartevents
228398,Commands,chartevents
228399,Facial Droop,chartevents
228400,Visual Field Cut,chartevents
228401,Pronator Drift,chartevents
228402,Neurological Symptoms,chartevents
228404,Motor L Arm,chartevents
228405,Motor L Leg,chartevents
228406,Motor R Arm,chartevents
228407,Motor R Leg,chartevents
228409,Strength L Arm,chartevents
228410,Strength L Leg,chartevents
228411,Strength R Leg,chartevents
228412,Strength R Arm,chartevents
228413,Seizure Activity,chartevents
228414,Speech,chartevents
228415,Corneal Reflex Left,chartevents
228416,Corneal Reflex Right,chartevents
227591,Neuro Drain Landmark,chartevents
224730,Corneal Reflex Right,chartevents
224731,Corneal Reflex Left,chartevents
224733,Pupil Size Left,chartevents
224756,Response,chartevents
224758,RUE Sensation,chartevents
224759,LUE Sensation,chartevents
224762,LLE Sensation,chartevents
224764,Neuro Drain Location,chartevents
224765,Neuro Drain Head of Bed,chartevents
224380,Neuro Waveform Appearance,chartevents
227988,Pronator drift present,chartevents
226104,Level of Consciousness,chartevents
226105,Behavior,chartevents
227981,Neuro Drain #2 Type,chartevents
227982,Neuro Drain #2 Status,chartevents
227983,Neuro Drain #2 Drainage,chartevents
227984,Neuro Drain #2 Level,chartevents
227985,Neuro Drain #1 Landmark,chartevents
227986,Neuro Drain #2 Landmark,chartevents
220739,GCS - Eye Opening,chartevents
223898,Orientation,chartevents
223900,GCS - Verbal Response,chartevents
223901,GCS - Motor Response,chartevents
223902,Speech,chartevents
223903,Communication,chartevents
223904,Gag Reflex,chartevents
223905,Cough Reflex,chartevents
223907,Pupil Size Right,chartevents
223910,Follows Commands,chartevents
223911,Spontaneous Movement,chartevents
223916,Response to Stimuli (Type),chartevents
223917,RU Strength/Movement,chartevents
223918,RL Strength/Movement,chartevents
223919,LU Strength/Movement,chartevents
223920,LL Strength/Movement,chartevents
223921,Neuro Symptoms,chartevents
223923,Seizure Activity,chartevents
223924,RLE Sensation,chartevents
223925,Seizure Duration,chartevents
223926,Neuro Drain #1 Type,chartevents
223930,Neuro Drain #1 Level,chartevents
223931,Neuro Drain #1 Status,chartevents
223932,Neuro Drain #1 Drainage,chartevents
223754,Risk for Falls,chartevents
225498,Timeout performed by (PACEN),chartevents
225499,Patient identified correctly by 2 means (PACEN),chartevents
225500,Verification of (PACEN),chartevents
225506,Barrier precautions in place (PACEN),chartevents
228645,Barrier precautions in place (PACEN),chartevents
226010,Number of operators (PACEN),chartevents
225254,Indication (PACEN),chartevents
225255,Ultrasound (PACEN),chartevents
225260,Entry site (PACEN),chartevents
225262,Fluid removed description (PACEN),chartevents
226439,Complications (PACEN),chartevents
228080,Insertion kit used (PACEN),chartevents
228081,Hand cleansing prior to procedure (PACEN),chartevents
228082,Site cleaned with ChloraPrep (PACEN),chartevents
228084,Dressing applied and dated (PACEN),chartevents
228199,Type (Tandem Heart),chartevents
228194,Peripheral Pulses (Tandem Heart),chartevents
225578,Indications (CVL),chartevents
225581,Location (CVL),chartevents
224336,Type of catheter (CVL),chartevents
224337,Insertion site (CVL),chartevents
224339,Guidewire exchange (CVL),chartevents
224340,Side (CVL),chartevents
224341,Acuity (CVL),chartevents
224345,Barrier precautions in place (CVL),chartevents
224347,Timeout performed by (CVL),chartevents
224348,Patient identified correctly (CVL),chartevents
224349,Verification of (CVL),chartevents
224351,Number of attempts required to place line (CVL),chartevents
224468,Ultrasound (CVL),chartevents
228030,Is alternative vascular access present (CVL),chartevents
228031,Insertion kit used (CVL),chartevents
228032,Hand cleansing prior to procedure (CVL),chartevents
228033,Site cleaned with ChloraPrep(TM) (CVL),chartevents
228034,Sterile field maintained throughout procedure (CVL),chartevents
228035,Transparent dressing applied and dated (CVL),chartevents
228036,Central Line ordered on POE,chartevents
228037,Follow-up chest X-RAY ordered (CVL),chartevents
228038,Immediate complications (CVL),chartevents
224629,Number of operators (CVL),chartevents
227111,PCA  dose units,chartevents
227113,PCA 1 hour limit units,chartevents
227115,PCA bolus units,chartevents
227117,PCA total dose units,chartevents
227119,Epidural Location,chartevents
227120,Motor Deficit,chartevents
228296,PCA concentrations,chartevents
228297,Daily Wake Up Deferred,chartevents
228298,Daily Wake Up,chartevents
228299,Goal Richmond-RAS Scale,chartevents
228300,CAM-ICU MS change,chartevents
228301,CAM-ICU Inattention,chartevents
228302,CAM-ICU RASS LOC,chartevents
228303,CAM-ICU Disorganized thinking,chartevents
227375,Daily Wake Up,chartevents
228332,Delirium assessment,chartevents
228334,CAM-ICU Altered LOC,chartevents
228335,CAM-ICU Disorganized thinking,chartevents
228336,CAM-ICU Inattention,chartevents
228337,CAM-ICU MS Change,chartevents
228442,BIS - EMG,chartevents
228443,BIS - SQI,chartevents
224327,PCA medication,chartevents
224368,Epidural Medication,chartevents
224409,Pain Level Response,chartevents
224413,TOF Response,chartevents
224414,TOF Twitch,chartevents
224379,PCA cleared,chartevents
227815,Site Appearance - Adjunctive Pain Management,chartevents
228096,Richmond-RAS Scale,chartevents
223753,Riker-SAS Scale,chartevents
223780,Daily Wake Up Deferred,chartevents
223781,Pain Present,chartevents
223782,Pain Type,chartevents
223783,Pain Location,chartevents
223784,Pain Cause,chartevents
223791,Pain Level,chartevents
223792,Pain Management,chartevents
223794,Pain Level Acceptable,chartevents
223795,Pain Assessment Method,chartevents
223796,Untoward Effect,chartevents
223797,Sensory Level,chartevents
223800,Epidural Appearance,chartevents
223801,NMB Medication,chartevents
223802,Nerve Stimulated,chartevents
223804,TOF Response/Twitch,chartevents
225491,Patient identified correctly by 2 means (THCEN),chartevents
225492,Verification of (THCEN),chartevents
225487,Barrier precautions in place (THCEN),chartevents
225490,Timeout Performed by (THCEN),chartevents
228646,Barrier precautions in place (THCEN),chartevents
224503,Patient (THCEN),chartevents
224504,With ultrasound (THCEN),chartevents
228092,Dressing applied and dated (THCEN),chartevents
228093,Follow-up X-RAY Ordered (THCEN),chartevents
225242,Indication (THCEN),chartevents
225244,Side (THCEN),chartevents
225245,Patient position (THCEN),chartevents
225247,Fluid Removed Description (THCEN),chartevents
225250,Complications (THCEN),chartevents
228087,Insertion kit used (THCEN),chartevents
228088,Hand cleansing prior to procedure (THCEN),chartevents
228089,Site cleansed with ChloraPrep (THCEN),chartevents
228091,Number of operators (THCEN),chartevents
228419,Compression device # 1,chartevents
228420,Compression device # 2,chartevents
223952,Pericardial Drain Status,chartevents
223953,Pericardial Drain Drainage,chartevents
223954,Pericardial Drain Site,chartevents
223967,Angio Site # 1,chartevents
223968,Angio Appearance # 1,chartevents
223970,Angio Dressing # 1,chartevents
223971,Angio Site # 2,chartevents
223972,Angio Appearance # 2,chartevents
223973,Angio Dressing # 2,chartevents
223976,RUE Color,chartevents
223979,RLE Color,chartevents
223982,LUE Color,chartevents
223983,LLE Color,chartevents
228445,Angio Appearance # 3,chartevents
228446,Angio Appearance # 4,chartevents
228447,Angio Dressing # 3,chartevents
228448,Angio Dressing # 4,chartevents
228449,Angio Site # 3,chartevents
228450,Angio Site # 4,chartevents
228451,Compression device # 3,chartevents
228452,Compression device # 4,chartevents
224767,RUE Temp,chartevents
224769,LUE Temp,chartevents
224771,RLE Temp,chartevents
224773,LLE Temp,chartevents
224389,Heart Sounds,chartevents
224800,AV Fistula R Bruit,chartevents
224801,AV Fistula R Thrill,chartevents
224803,AV Fistula L Bruit,chartevents
224804,AV Fistula L Thrill,chartevents
223942,Graft/Flap Pulse,chartevents
225409,VNA / home infusion,chartevents
225410,Acute rehab,chartevents
225411,Patient on vent,chartevents
225413,Skilled nursing facility,chartevents
225415,Home with services,chartevents
226144,Case Management discharge plan,chartevents
226152,Required documentation,chartevents
228272,FM Location,chartevents
228644,Barrier precautions in place (LP),chartevents
225596,Timeout Performed by (LP),chartevents
225597,Patient identified correctly (LP),chartevents
225598,Verification of (LP),chartevents
225602,Barrier precautions in place (LP),chartevents
224489,Indication (LP),chartevents
224495,Patient position (LP),chartevents
224496,Entry site (LP),chartevents
224499,Fluid removed (LP),chartevents
226443,Complications (LP),chartevents
228072,Hand cleansing prior to procedure (LP),chartevents
228073,Site cleansed with Providone Iodine (LP),chartevents
228074,Number of attempts to perform (LP),chartevents
228075,Number of operators (LP),chartevents
228077,Dressing applied and dated (LP),chartevents
225811,CV - past medical history,chartevents
225813,Baseline pain level,chartevents
227687,Tobacco Use History,chartevents
225072,Living situation,chartevents
225090,Interpreter,chartevents
225097,Balance,chartevents
225099,Judgement,chartevents
225101,Use of assistive devices,chartevents
225120,Appetite,chartevents
225131,Teaching directed toward,chartevents
225135,Consults,chartevents
225137,Patient valuables,chartevents
225059,Past medical history,chartevents
228594,Incision #1- Dressing Status,chartevents
228595,Incision #2- Dressing Status,chartevents
228596,Incision #3- Dressing Status,chartevents
228597,Incision #4- Dressing Status,chartevents
228598,Incision #5- Dressing Status,chartevents
228599,Incision #6- Dressing Status,chartevents
224031,Edema Location,chartevents
228559,Incision #1- Location,chartevents
228560,Incision #2- Location,chartevents
228561,Incision #3- Location,chartevents
228562,Incision #4- Location,chartevents
228563,Incision #5- Location,chartevents
228564,Incision #6- Location,chartevents
228565,Incision #1- Cleanse,chartevents
228566,Incision #2- Cleanse,chartevents
227476,Incision Site #5,chartevents
